BEACON,SECTOR NUMBER,SECTOR TYPE,SECTOR TITLE,FLEET ADVANCEMENT,TOTAL SHIPS DEFEATED,TOTAL SCRAP COLLECTED,TOTAL CREW HIRED,SCORE,HAZARDS,EVENT TEXT,STORE,SCRAP,HULL,FUEL,DRONE PARTS,MISSILES,CREW SIZE,OXYGEN LEVEL,POWER CAPACITY,SHIELDS CAPACITY,SHIELD POWER,SHIELD DAMAGE,ENGINES CAPACITY,ENGINES POWER,ENGINES DAMAGE,OXYGEN SYSTEM CAPACITY,OXYGEN SYSTEM POWER,OXYGEN SYSTEM DAMAGE,WEAPONS SYSTEM CAPACITY,WEAPONS SYSTEM POWER,WEAPONS SYSTEM DAMAGE,WEAPON SLOT 1,WEAPON SLOT 2,WEAPON SLOT 3,WEAPON SLOT 4,DRONE CONTROL SYSTEM CAPACITY,DRONE CONTROL SYSTEM POWER,DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,MEDBAY SYSTEM CAPACITY,MEDBAY SYSTEM POWER,MEDBAY SYSTEM DAMAGE,TELEPORTER SYSTEM CAPACITY,TELEPORTER SYSTEM POWER,TELEPORTER SYSTEM DAMAGE,CLOAKING SYSTEM CAPACITY,CLOAKING SYSTEM POWER,CLOAKING SYSTEM DAMAGE,ARTILLERY SYSTEM CAPACITY,ARTILLERY SYSTEM POWER,ARTILLERY SYSTEM DAMAGE,CLONEBAY SYSTEM CAPACITY,CLONEBAY SYSTEM POWER,CLONEBAY SYSTEM DAMAGE,MINDCONTROL SYSTEM CAPACITY,MINDCONTROL SYSTEM POWER,MINDCONTROL SYSTEM DAMAGE,HACKING SYSTEM CAPACITY,HACKING SYSTEM POWER,HACKING SYSTEM DAMAGE,PILOT SYTEM CAPACITY,PILOT SYSTEM DAMAGE,SENSORS SYSTEM CAPACITY,SENSORS SYSTEM DAMAGE,DOORS SYSTEM CAPACITY,DOORS SYSTEM DAMAGE,BATTERY SYSTEM CAPACITY,BATTERY SYSTEM DAMAGE,AUGMENTS,CARGO,CREW MEMBER 1 NAME,CREW MEMBER 1 SPECIES,CREW MEMBER 1 HEALTH,CREW MEMBER 1 PILOT SKILL,CREW MEMBER 1 ENGINE SKILL,CREW MEMBER 1 SHIELD SKILL,CREW MEMBER 1 WEAPON SKILL,CREW MEMBER 1 REPAIR SKILL,CREW MEMBER 1 COMBAT SKILL,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,CREW MEMBER 1 PILOTED EVASIONS,CREW MEMBER 1 JUMPS SURVIVED,CREW MEMBER 1 SKILLS MASTERED,CREW MEMBER 2 NAME,CREW MEMBER 2 SPECIES,CREW MEMBER 2 HEALTH,CREW MEMBER 2 PILOT SKILL,CREW MEMBER 2 ENGINE SKILL,CREW MEMBER 2 SHIELD SKILL,CREW MEMBER 2 WEAPON SKILL,CREW MEMBER 2 REPAIR SKILL,CREW MEMBER 2 COMBAT SKILL,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,CREW MEMBER 2 PILOTED EVASIONS,CREW MEMBER 2 JUMPS SURVIVED,CREW MEMBER 2 SKILLS MASTERED,CREW MEMBER 3 NAME,CREW MEMBER 3 SPECIES,CREW MEMBER 3 HEALTH,CREW MEMBER 3 PILOT SKILL,CREW MEMBER 3 ENGINE SKILL,CREW MEMBER 3 SHIELD SKILL,CREW MEMBER 3 WEAPON SKILL,CREW MEMBER 3 REPAIR SKILL,CREW MEMBER 3 COMBAT SKILL,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,CREW MEMBER 3 PILOTED EVASIONS,CREW MEMBER 3 JUMPS SURVIVED,CREW MEMBER 3 SKILLS MASTERED,CREW MEMBER 4 NAME,CREW MEMBER 4 SPECIES,CREW MEMBER 4 HEALTH,CREW MEMBER 4 PILOT SKILL,CREW MEMBER 4 ENGINE SKILL,CREW MEMBER 4 SHIELD SKILL,CREW MEMBER 4 WEAPON SKILL,CREW MEMBER 4 REPAIR SKILL,CREW MEMBER 4 COMBAT SKILL,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,CREW MEMBER 4 PILOTED EVASIONS,CREW MEMBER 4 JUMPS SURVIVED,CREW MEMBER 4 SKILLS MASTERED,CREW MEMBER 5 NAME,CREW MEMBER 5 SPECIES,CREW MEMBER 5 HEALTH,CREW MEMBER 5 PILOT SKILL,CREW MEMBER 5 ENGINE SKILL,CREW MEMBER 5 SHIELD SKILL,CREW MEMBER 5 WEAPON SKILL,CREW MEMBER 5 REPAIR SKILL,CREW MEMBER 5 COMBAT SKILL,CREW MEMBER 5 REPAIRS,CREW MEMBER 5 COMBAT KILLS,CREW MEMBER 5 PILOTED EVASIONS,CREW MEMBER 5 JUMPS SURVIVED,CREW MEMBER 5 SKILLS MASTERED,CREW MEMBER 6 NAME,CREW MEMBER 6 SPECIES,CREW MEMBER 6 HEALTH,CREW MEMBER 6 PILOT SKILL,CREW MEMBER 6 ENGINE SKILL,CREW MEMBER 6 SHIELD SKILL,CREW MEMBER 6 WEAPON SKILL,CREW MEMBER 6 REPAIR SKILL,CREW MEMBER 6 COMBAT SKILL,CREW MEMBER 6 REPAIRS,CREW MEMBER 6 COMBAT KILLS,CREW MEMBER 6 PILOTED EVASIONS,CREW MEMBER 6 JUMPS SURVIVED,CREW MEMBER 6 SKILLS MASTERED,NEARBY SHIP TYPE,NEARBY SHIP HULL,NEARBY SHIP FUEL,NEARBY SHIP DRONE PARTS,NEARBY SHIP MISSILES,NEARBY SHIP CREW SIZE,OXYGEN LEVEL,NEARBY SHIP POWER CAPACITY,NEARBY SHIP SHIELDS CAPACITY,NEARBY SHIP SHIELD POWER,NEARBY SHIP SHIELD DAMAGE,NEARBY SHIP ENGINES CAPACITY,NEARBY SHIP ENGINES POWER,NEARBY SHIP ENGINES DAMAGE,NEARBY SHIP OXYGEN SYSTEM CAPACITY,NEARBY SHIP OXYGEN SYSTEM POWER,NEARBY SHIP OXYGEN SYSTEM DAMAGE,NEARBY SHIP WEAPONS SYSTEM CAPACITY,NEARBY SHIP WEAPONS SYSTEM POWER,NEARBY SHIP WEAPONS SYSTEM DAMAGE,NEARBY SHIP WEAPON SLOT 1,NEARBY SHIP WEAPON SLOT 2,NEARBY SHIP WEAPON SLOT 3,NEARBY SHIP WEAPON SLOT 4,NEARBY SHIP DRONE CONTROL SYSTEM CAPACITY,NEARBY SHIP DRONE CONTROL SYSTEM POWER,NEARBY SHIP DRONE CONTROL SYSTEM DAMAGE,DRONE SLOT 1,DRONE SLOT 2,DRONE SLOT 3,NEARBY SHIP MEDBAY SYSTEM CAPACITY,NEARBY SHIP MEDBAY SYSTEM POWER,NEARBY SHIP MEDBAY SYSTEM DAMAGE,NEARBY SHIP TELEPORTER SYSTEM CAPACITY,NEARBY SHIP TELEPORTER SYSTEM POWER,NEARBY SHIP TELEPORTER SYSTEM DAMAGE,NEARBY SHIP CLOAKING SYSTEM CAPACITY,NEARBY SHIP CLOAKING SYSTEM POWER,NEARBY SHIP CLOAKING SYSTEM DAMAGE,NEARBY SHIP ARTILLERY SYSTEM CAPACITY,NEARBY SHIP ARTILLERY SYSTEM POWER,NEARBY SHIP ARTILLERY SYSTEM DAMAGE,NEARBY SHIP CLONEBAY SYSTEM CAPACITY,NEARBY SHIP CLONEBAY SYSTEM POWER,NEARBY SHIP CLONEBAY SYSTEM DAMAGE,NEARBY SHIP MINDCONTROL SYSTEM CAPACITY,NEARBY SHIP MINDCONTROL SYSTEM POWER,NEARBY SHIP MINDCONTROL SYSTEM DAMAGE,NEARBY SHIP HACKING SYSTEM CAPACITY,NEARBY SHIP HACKING SYSTEM POWER,NEARBY SHIP HACKING SYSTEM DAMAGE,NEARBY SHIP PILOT SYTEM CAPACITY,NEARBY SHIP PILOT SYSTEM DAMAGE,NEARBY SHIP SENSORS SYSTEM CAPACITY,NEARBY SHIP SENSORS SYSTEM DAMAGE,NEARBY SHIP DOORS SYSTEM CAPACITY,NEARBY SHIP DOORS SYSTEM DAMAGE,NEARBY SHIP BATTERY SYSTEM CAPACITY,NEARBY SHIP BATTERY SYSTEM DAMAGE,NEARBY SHIP AUGMENTS,ENEMY CREW MEMBER 1 NAME,ENEMY CREW MEMBER 1 SPECIES,ENEMY CREW MEMBER 1 HEALTH,CREW MEMBER 1 REPAIRS,CREW MEMBER 1 COMBAT KILLS,ENEMY CREW MEMBER 2 NAME,ENEMY CREW MEMBER 2 SPECIES,ENEMY CREW MEMBER 2 HEALTH,CREW MEMBER 2 REPAIRS,CREW MEMBER 2 COMBAT KILLS,ENEMY CREW MEMBER 3 NAME,ENEMY CREW MEMBER 3 SPECIES,ENEMY CREW MEMBER 3 HEALTH,CREW MEMBER 3 REPAIRS,CREW MEMBER 3 COMBAT KILLS,ENEMY CREW MEMBER 4 NAME,ENEMY CREW MEMBER 4 SPECIES,ENEMY CREW MEMBER 4 HEALTH,CREW MEMBER 4 REPAIRS,CREW MEMBER 4 COMBAT KILLS,HAS SURRENDERED,HULL DAMAGE NEEDED FOR SURRENDER,IS TRYING TO ESCAPE,HULL DAMAGE NEEDED FOR ESCAPE ATTEMPT,ENEMY BOARDING ATTEMPTS,ENEMY BOARDING STRENGTH
70,5,CIVILIAN,Zoltan Controlled Sector,76%,24,1069,6,3374,"","","",62,21,11,3,31,6,55,18,4,4,0,4,3,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,11,0,9,0,4,9,4,6,22,70,1,Nikola,Crystal,125,0,0,0,0,11,16,11,13,0,70,2,Stelly,Crystal,125,0,2,2,10,6,16,6,8,0,70,2,Ferry,Mantis,98,4,0,0,42,1,16,1,29,8,66,2,Hutz,Rock,150,0,0,17,0,2,5,2,1,0,38,0,Joel,Engi,100,0,9,0,0,5,0,5,0,0,26,0,
71,5,CIVILIAN,Zoltan Controlled Sector,81%,24,1069,6,3389,"","You let their team on board and after a short time they finish their work.","",34,21,10,3,31,6,56,18,4,4,0,4,3,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,11,0,9,0,4,9,4,6,22,71,1,Nikola,Crystal,125,0,0,0,0,11,16,11,13,0,71,2,Stelly,Crystal,125,0,2,2,10,6,16,6,8,0,71,2,Ferry,Mantis,98,4,0,0,42,1,16,1,29,8,67,2,Hutz,Rock,150,0,0,17,0,2,5,2,1,0,39,0,Joel,Engi,100,0,9,0,0,5,0,5,0,0,27,0,
72,6,CIVILIAN,Zoltan Controlled Sector,0%,24,1069,6,3404,"","You're far from Federation home space here in Zoltan territory, and it's not clear whether the authorities will have any goodwill remaining. Still, you have to push forward.","",34,21,9,3,31,6,56,18,4,4,0,4,3,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,11,0,9,0,4,9,4,6,22,72,1,Nikola,Crystal,125,0,0,0,0,11,16,11,13,0,72,2,Stelly,Crystal,125,0,2,2,10,6,16,6,8,0,72,2,Ferry,Mantis,98,4,0,0,42,1,16,1,29,8,68,2,Hutz,Rock,150,0,0,17,0,2,5,2,1,0,40,0,Joel,Engi,100,0,9,0,0,5,0,5,0,0,28,0,
73,6,CIVILIAN,Zoltan Controlled Sector,5%,25,1116,6,3519,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",51,21,8,4,33,6,93,19,4,4,0,4,4,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,12,0,9,0,4,9,4,6,24,73,1,Nikola,Crystal,121,0,0,0,0,11,16,11,14,0,73,2,Stelly,Crystal,125,0,2,4,10,6,16,6,8,0,73,2,Ferry,Mantis,100,4,0,0,42,1,16,1,30,8,69,2,Hutz,Rock,119,0,0,17,0,2,5,2,1,0,41,0,Joel,Engi,100,0,10,0,0,5,0,5,0,0,29,0,
74,6,CIVILIAN,Zoltan Controlled Sector,15%,26,1167,6,3641,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",72,14,7,3,35,6,95,20,4,4,0,4,3,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,23,0,9,0,4,9,4,6,46,74,2,Nikola,Crystal,125,0,0,0,0,12,16,12,14,0,74,2,Stelly,Crystal,125,0,2,25,10,6,16,6,8,0,74,2,Ferry,Mantis,100,4,0,3,44,1,16,1,30,8,70,2,Hutz,Rock,119,0,0,17,0,4,5,4,1,0,42,0,Joel,Engi,100,0,11,0,0,8,0,8,0,0,30,0,
75,6,CIVILIAN,Zoltan Controlled Sector,25%,26,1167,6,3656,"","There are some mineral-rich asteroids here that the Zoltan have left idle, but you've none of the necessary equipment to mine them.","",32,14,6,3,35,6,97,20,5,4,0,4,3,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,23,0,9,0,4,9,4,6,46,75,2,Nikola,Crystal,125,0,0,0,0,12,16,12,14,0,75,2,Stelly,Crystal,125,0,2,25,10,6,16,6,8,0,75,2,Ferry,Mantis,100,4,0,3,44,1,16,1,30,8,71,2,Hutz,Rock,150,0,0,17,0,4,5,4,1,0,43,0,Joel,Engi,100,0,11,0,0,8,0,8,0,0,31,0,
76,6,CIVILIAN,Zoltan Controlled Sector,35%,26,1167,6,3671,"","As you wait for the FTL drive to charge, you half expect to be ambushed at any moment. However, no attack comes...","",32,14,5,3,35,6,97,20,5,4,0,4,3,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,23,0,9,0,4,9,4,6,46,76,2,Nikola,Crystal,125,0,0,0,0,12,16,12,14,0,76,2,Stelly,Crystal,125,0,2,25,10,6,16,6,8,0,76,2,Ferry,Mantis,100,4,0,3,44,1,16,1,30,8,72,2,Hutz,Rock,150,0,0,17,0,4,5,4,1,0,44,0,Joel,Engi,100,0,11,0,0,8,0,8,0,0,32,0,
77,6,CIVILIAN,Zoltan Controlled Sector,40%,26,1167,6,3686,"","You cycle through wide-band comm channels as soon as you arrive. Nothing but static.","",32,14,4,3,35,6,97,20,5,4,0,4,3,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,23,0,9,0,4,9,4,6,46,77,2,Nikola,Crystal,125,0,0,0,0,12,16,12,14,0,77,2,Stelly,Crystal,125,0,2,25,10,6,16,6,8,0,77,2,Ferry,Mantis,100,4,0,3,44,1,16,1,30,8,73,2,Hutz,Rock,150,0,0,17,0,4,5,4,1,0,45,0,Joel,Engi,100,0,11,0,0,8,0,8,0,0,33,0,
78,6,CIVILIAN,Zoltan Controlled Sector,44%,26,1197,6,3746,"","Most of the debris is hardly even usable as scrap. However, you eventually find an intact weapon that can be mounted on your ship.","",62,14,3,3,35,6,96,20,5,4,0,4,2,0,1,0,0,8,4,0,LASER BURST 5,ION 4,LASER HEAVY 1,BOMB HEAL,3,0,0,DEFENSE 1,COMBAT 1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,23,0,9,0,4,9,4,6,46,78,2,Nikola,Crystal,125,0,0,0,0,12,16,12,14,0,78,2,Stelly,Crystal,125,0,2,25,10,6,16,6,8,0,78,2,Ferry,Mantis,100,4,0,3,44,1,16,1,30,8,74,2,Hutz,Rock,150,0,0,17,0,4,5,4,1,0,46,0,Joel,Engi,100,0,11,0,0,8,0,8,0,0,34,0,
79,6,CIVILIAN,Zoltan Controlled Sector,49%,27,1233,6,3845,"","There are no more life-signs remaining on the ship. You strip it of useful materials.","",98,14,2,4,36,6,100,20,5,4,0,4,4,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,BOMB HEAL,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",Joel,Engi,100,0,14,0,0,8,0,8,0,0,35,0,GM Faux,Crystal,125,26,0,9,0,4,9,4,6,52,79,2,Nikola,Crystal,54,0,0,0,0,12,16,12,14,0,79,2,Stelly,Crystal,63,0,2,25,10,6,16,6,10,0,79,2,Ferry,Mantis,55,4,0,3,44,1,16,1,31,8,75,2,Hutz,Rock,94,0,0,17,0,4,6,4,2,0,47,0,REBEL_FAT_P_DLC,12,16,2,10,4,100,22,7,6,0,4,3,1,1,1,0,4,0,4,LASER CHARGEGUN 2,LASER HEAVY 1,,,5,0,1,DEFENSE 2 ENEMY,DEFENSE 1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",Julian Rafn,Rock,0,0,0,Hassifa,Slug,0,0,0,Markand,Rock,0,0,0,Justin,Human,0,0,0,false,2,false,5,0,2
80,6,CIVILIAN,Zoltan Controlled Sector,59%,27,1233,6,3860,"","As you approach, a kaleidoscope of colors fills the viewscreen and one of your crew begins to age rapidly in reverse, eventually disappearing into nothingness. Let's hope they've transcended physical existence, and not just been forced out of it.","",98,14,1,4,36,6,100,20,5,4,0,4,4,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,BOMB HEAL,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR","",GM Faux,Crystal,125,26,0,9,0,4,9,4,6,52,80,2,Nikola,Crystal,125,0,0,0,0,12,16,12,14,0,80,2,Stelly,Crystal,125,0,2,25,10,6,16,6,10,0,80,2,Ferry,Mantis,0,4,0,3,44,1,16,1,31,8,76,2,Hutz,Rock,150,0,0,17,0,4,6,4,2,0,48,0,Joel,Engi,100,0,14,0,0,8,0,8,0,0,36,0,
81,6,CIVILIAN,Zoltan Controlled Sector,64%,27,1233,6,3875,"","The Zoltan are fascinated by other species, and have set up something of an alien knick-knack shop here. Why not take a look?","Drone: DEFENSE 2, DEFENSE 1, SHIP REPAIR, Weapon: LASER HEAVY 2, MISSILES BREACH, BOMB STUN, System: clonebay, mind, hacking, Augment: BACKUP DNA, SHIELD RECHARGE, ION ARMOR, ",53,14,0,4,36,5,100,20,5,4,0,4,4,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,BOMB HEAL,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR, SHIELD RECHARGE","",GM Faux,Crystal,125,26,0,9,0,4,9,4,6,52,81,2,Nikola,Crystal,125,0,0,0,0,12,16,12,14,0,81,2,Stelly,Crystal,125,0,2,25,10,6,16,6,10,0,81,2,Hutz,Rock,150,0,0,17,0,4,6,4,2,0,49,0,Joel,Engi,100,0,14,0,0,8,0,8,0,0,37,0,,,,,,,,,,,,,,,
82,6,CIVILIAN,Zoltan Controlled Sector,74%,27,1233,6,3890,"","We understand... Please send help our way if you meet anyone trustworthy.","",20,22,2,4,36,5,100,20,5,4,0,4,4,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,BOMB HEAL,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR, SHIELD RECHARGE","",GM Faux,Crystal,125,26,0,9,0,4,9,4,6,52,82,2,Nikola,Crystal,125,0,0,0,0,12,16,12,14,0,82,2,Stelly,Crystal,125,0,2,25,10,6,16,6,10,0,82,2,Hutz,Rock,150,0,0,17,0,4,6,4,2,0,50,0,Joel,Engi,100,0,14,0,0,8,0,8,0,0,38,0,,,,,,,,,,,,,,,FED_BOMBER,14,16,0,10,4,100,17,6,6,0,3,1,0,2,1,0,5,0,0,LASER BURST 2 A,LASER BURST 2 A,BEAM 1,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,"",Kirby,Human,100,0,0,Giles,Human,100,0,0,Thomas Bloch,Human,100,0,0,Artyom,Human,100,0,0,false,2,false,1,0,4
83,6,CIVILIAN,Zoltan Controlled Sector,84%,28,1286,6,4014,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",73,15,2,2,37,5,100,20,5,4,1,4,4,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,BOMB HEAL,3,0,1,DEFENSE 1,COMBAT 1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,1,0,"AUTO COOLDOWN, ION ARMOR, SHIELD RECHARGE","",GM Faux,Crystal,125,26,12,9,0,4,9,4,6,52,83,2,Nikola,Crystal,97,0,0,0,0,13,16,13,14,0,83,2,Stelly,Crystal,110,0,2,46,10,6,16,6,10,0,83,2,Hutz,Rock,150,0,0,17,8,5,6,5,2,0,51,0,Joel,Engi,100,12,14,0,0,8,0,8,0,24,39,0,,,,,,,,,,,,,,,
84,6,CIVILIAN,Zoltan Controlled Sector,89%,29,1337,6,4136,"","The ship explodes, leaving behind a substantial collection of useful scrap material.","",64,15,3,1,39,5,62,20,6,6,0,4,3,0,1,0,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,BOMB HEAL,3,0,0,DEFENSE 1,COMBAT 1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR, SHIELD RECHARGE","",GM Faux,Crystal,125,26,12,9,0,5,9,5,6,52,84,2,Nikola,Crystal,97,0,0,0,0,14,16,14,14,0,84,2,Stelly,Crystal,110,0,2,61,10,7,16,7,10,0,84,3,Hutz,Rock,150,0,0,17,26,5,6,5,2,0,52,0,Joel,Engi,100,12,14,0,0,9,0,9,0,24,40,0,,,,,,,,,,,,,,,
85,6,CIVILIAN,Zoltan Controlled Sector,99%,29,1337,6,4151,"","This Long-Range Beacon is almost hidden within a nebula. When the FTL Drive is charged you can jump to the next Sector.","",64,15,2,1,39,5,57,20,6,6,0,4,3,0,1,0,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,BOMB HEAL,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR, SHIELD RECHARGE","",GM Faux,Crystal,125,26,12,9,0,5,9,5,6,52,85,2,Nikola,Crystal,116,0,0,0,0,14,16,14,14,0,85,2,Stelly,Crystal,118,0,2,61,10,7,16,7,10,0,85,3,Hutz,Rock,150,0,0,17,26,5,6,5,2,0,53,0,Joel,Engi,100,12,14,0,0,9,0,9,0,24,41,0,,,,,,,,,,,,,,,
86,7,HOSTILE,Pirate Controlled Sector,0%,29,1337,6,4166,"","A few Federation-friendly planets still exist in this sector, but they are constantly under attack by pirate raids. This is a dangerous sector, so be careful.","",64,15,1,1,39,5,56,20,6,6,0,4,3,0,1,0,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,BOMB HEAL,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR, SHIELD RECHARGE","",GM Faux,Crystal,125,26,12,9,0,5,9,5,6,52,86,2,Nikola,Crystal,125,0,0,0,0,14,16,14,14,0,86,2,Stelly,Crystal,125,0,2,61,10,7,16,7,10,0,86,3,Hutz,Rock,150,0,0,17,26,5,6,5,2,0,54,0,Joel,Engi,100,12,14,0,0,9,0,9,0,24,42,0,,,,,,,,,,,,,,,
87,7,HOSTILE,Pirate Controlled Sector,0%,29,1364,6,4221,"","Take this bit of scrap as a down-payment. We'll use your jump signatures to follow you. You're really helping us out here. Added a quest marker to your map!","",56,15,0,1,39,5,57,21,6,6,0,4,3,0,1,1,0,8,8,0,LASER BURST 5,ION 4,LASER HEAVY 1,BOMB HEAL,3,0,0,DEFENSE 1,COMBAT 1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,"AUTO COOLDOWN, ION ARMOR, SHIELD RECHARGE","",GM Faux,Crystal,125,26,12,9,0,5,9,5,6,52,87,2,Nikola,Crystal,125,0,0,0,0,14,16,14,14,0,87,2,Stelly,Crystal,125,0,2,61,10,7,16,7,10,0,87,3,Hutz,Rock,150,0,0,17,26,5,6,5,2,0,55,0,Joel,Engi,100,12,14,0,0,9,0,9,0,24,43,0,,,,,,,,,,,,,,,ROCK_FIGHT,16,16,0,10,4,100,21,7,6,0,4,2,0,1,1,0,8,0,0,LASER BURST 5,MISSILES BREACH,BOMB 1,,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,"ROCK ARMOR",Markel,Rock,150,0,0,Zerimar,Rock,150,0,0,Kusy,Rock,150,0,0,Henrik Aasted,Rock,150,0,0,false,3,false,2,0,2
